"ime","cena","firma","kategorija","prodajalec","popust_procenti","popust_euro"
"ASUS ZenBook Flip 13 UX363EA-OLED-HP721X prenosni računalnik","1.499,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO Yoga Slim 7 Pro Intel Core i7-1260P 14inch 2.8K 16GB 512GB UMA W11H Storm Grey","1.299,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS FX506HCB-HN143W i7 16/512 3050 W11H prenosni računalnik","1.499,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS ExpertBook B5 B5402 CBA-KI0462X/35,6 cm (14"")/i7-1260P/16GB/1TB/W11P prenosni računalnik","1.098,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS X712EA-BX321T i3-1115G4/8GB/512GB/W10 Home prenosni računalnik","559,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","11 %","70,00 €"
"Gigabyte G5 GD51 15,6'' i5/16GB/512GB/RTX3050/DOS","999,98 €","GIGABYTE","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS TUF Gaming A15 FA507RM-HN082W 39,6 cm (15,6"")/R7-6800H/16GB/512GB/W11H prenosni računalnik","1.599,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Air 15.3 M2 (8/10)/8GB/256GB/macOS Ventura/Midnight prenosni računalnik","1.729,99 €","APPLE","Prenosni računalniki","Big Bang","0 %","0 €"
"HP 15s-eq2031nm R5-5500U/15,6"" FHD/8GB/512GB/Radeon Graphics/W10 Home prenosni računalnik","499,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS VivoBook 16X M1603QA-MB511W Ryzen 5 5600H/16GB/512GB/W11H prenosni računalnik","599,99 €","ASUS","Prenosni računalniki","Big Bang","7 %","50,00 €"
"DELL Latitude 7530 i7-1255U/16GB/512GB SSD/W11P prenosni računalnik","1.539,99 €","DELL","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP ENVY 17-cr0016nn Intel Core i5-1240P 17.3inch FHD 16GB 512GB PCIe Intel Iris Xe W11H Natural Silver","1.199,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","14 %","200,00 €"
"TOSHIBA Dynabook Tecra A50-J-1GJ i7-1165G7/16GB/ M.2 512gb/FHD 470nit/backlight/3Y/W11PRO prenosni računalnik","1.349,99 €","TOSHIBA","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP Pav X360 15-er0014nm 15.6i i5 W11H","779,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 AMD Ryzen 5 5625U/43,9 cm (17,3"")/8GB/512GB/UMA/W11H prenosni računalnik Arctic Grey","729,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS VivoBook 15 OLED K513EA-OLED-L511W i5-1135G7/8GB/SSD 512GB/15,6''FHD OLED/Intel UHD/W11H prenosni računalnik","849,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IP 3 15 R5 8/256 W10H","519,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS VivoBook 16X M1603QA-MB521W 40,6 cm (16"")/WUXGA/AMD Ryzen 5 5600H/16GB/512GB/NVMe AMD Radeon Graphics/W11H prenosni računalnik Transparent Silver","729,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","2 %","20,00 €"
"LENOVO IdeaPad 3 39,6 cm (15,6"")/i3-1115G4/12GB/512GB/W11H prenosni računalnik","449,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS X515EA-BQ322+W11 i3-1115G4/8GB/SSD 512GB prenosni računalnik","449,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"Asus Vivobook S15 M3502QA-OLED-MA522W 15.6''/R5/16GB/512GB/W11 Home prenosni računalnik","1.029,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"TOSHIBA Dynabook Satellite Pro C40-G-11L 14""/Intel Celeron 5205U/4gb/128gb8W10PRO prenosni računalnik","424,99 €","TOSHIBA","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ExpertBook B1500CEAE-EJ2005 39,6 cm (15,6"")/i7-1165G7/Intel Iris Xe/16GB/512GB/W10P prenosni računalnik","943,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ACER Aspire 3 A315 Celeron N5100 15,6'' / 4GB / 256GB / Windows 10 prenosni računalnik","321,99 €","Acer","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"MS Surface Laptop 4 AMD Ryzen 7 4980U /8GB/256GB/W10 Home prenosni računalnik","1.579,99 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ACER A115-32-C382 15"" N4500 4G 128G W11H S-mode prenosni računalnik","369,99 €","Acer","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"APPLE MacBook Air 15.3 M2 (8/10)/8GB/256GB/macOS Ventura/SpaceGrey prenosni računalnik","1.729,99 €","APPLE","Prenosni računalniki","Big Bang","0 %","0 €"
"ACER Aspire 5 A515-45-R95C R5 5500U/15,6''/16GB/512GB/W11 Home prenosni računalnik","799,99 €","Acer","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"Aspire 3 A315-23-R65A 15"" R5 3500U,8G,512G,W11Home","559,99 €","Acer","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"Sfc lpt 5 15 i7/8/256 Sfc lpt 5 15 i7/8/256","1.599,99 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS FA506II-HN225T R5-4600H/16GB/256GB+1TB/1650Ti/W10H prenosni računalnik","1.179,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"HP 15s-eq3076nm AMD Ryzen 7 5825U 15.6inch FHD AG 16GB 512GB PCIe UMA W11H Natural Silver","649,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"APPLE MacBook Pro 14: 35,6 cm (14"")/ M2 PRO 16GB/512GB-CRO prenosni računalnik Space Gray","2.449,99 €","APPLE","Prenosniki za vsakdanjo uporabo","Big Bang","6 %","180,00 €"
"13"" MacBook Pro M1","2.019,00 €","APPLE","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Strix G17 G713RC -HX032/17,3''/R7/16GB/512GB/RTX 3050/NoOS prenosni računalnik","1.112,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"14"" MacBook Pro M1","3.299,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"16"" MacBook Pro M1 Pro","3.599,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"16"" MacBook Pro M1","3.359,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO Legion 5 Pro AMD Ryzen 7 5800H 16inch WQXGA 16GB 1TB RTX 3070 W11H prenosni računalnik","1.899,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"HONOR MagicBook 14"" R5-PRO3500U/8GB/256GB/W10H prenosni računalnik","699,99 €","HONOR","Prenosni računalniki","Big Bang","0 %","0 €"
"MacBook Air 13-inch Apple M2 8/10 512 Mid","1.794,00 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus G14 GA402RK-L8150X 35,6 cm (14"")/R9 6900HS/32GB/1TB/W11P prenosni računalnik","1.699,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 Intel Core i3-1115G4/ 43,9 cm (17,3"") HD+/8GB/256GB/UMA/W11H prenosni računalnik Arctic Grey","599,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP Omen 15-en1022nm 39,6 cm (15,6"")/R7-5800H/RTX 3060/16GB/1T prenosni računalnik","1.499,99 €","HP","Gaming prenosniki","Big Bang","0 %","0 €"
"HP EliteBook 1040 G9 i7-1255U/35,6 cm (14"")/16GB/512GB/WUXGA IPS/BL KEY/W10P-11 prenosni računalnik","2.159,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP OMEN 15-en1004nm 39,6 cm (15,6"")/R7-5800H/16GB/512GB/RTX 3070/W10 prenosni računalnik","1.599,99 €","HP","Gaming prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Air 13 M2 (8/10)/8GB/512GB/Space Gray prenosni računalnik","1.794,00 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP EliteBook 860 G9 i7-1255U/16""/16GB/1TB/W10 Pro prenosni računalnik","1.766,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ExpertBook B1 B1400CEAE-EK2784 35,6 cm (14"") FHD/i7-1165G7/16GB/512GB/W10P prenosni računalnik","839,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"DELL XPS 15 (9520) i7-12700H/32GB/1TB SSD/RTX3050Ti/W11 Pro prenosni računalnik","3.568,99 €","DELL","Multimedijski prenosniki","Big Bang","0 %","0 €"
"MICROSOFT Surface Laptop Studio i5/16GB/256GB prenosni računalnik","995,67 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","25 %","337,82 €"
"CHUWI HeroBook AIR Intel Celeron N4020/11,6''/4GB/128GB/W10 Home prenosni računalnik","224,99 €","Chuwi","Prenosniki za vsakdanjo uporabo","Big Bang","25 %","75,00 €"
"HP ProBook 455 G9 R7 5825/39,6 cm (15,6"")/16GB/512GB/W11Pro prenosni računalnik","1.249,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO Ideapad 3 i5-1035g1/8GB/256GB/W10H prenosni računalnik","749,00 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"APPLE MacBook Pro 13-inch Apple M2 8/10 512 Si prenosni računalnik","1.986,00 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Air 13 Apple M1 (8C/8C)/16GB/512GB prenosni računalnik","1.539,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 5 Ryzen 5/16GB/512GB/UMA/W11H prenosni računalnik","729,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"HP ZBook Power G9 i5-1250 39,6 cm (15,6"")/i5 -12500H/16GB/512GB/W10P prenosni računalnik","1.639,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"DELL Vostro 5620 i5-1240P DELL Vostro 5620 i5-1240P","968,99 €","DELL","Multimedijski prenosniki","Big Bang","0 %","0 €"
"Aorus 15P KD-72EE224SH i7-11800H/RTX3060 6GB Gigabyte 16GB/15.6 240Hz FHD/1TB/W10H","1.574,99 €","GIGABYTE","Gaming prenosniki","Big Bang","6 %","112,50 €"
"LENOVO Legion 5 i7-11800H/43,9 cm (17,3"")/16GB/1TB/W11H prenosni računalnik","1.658,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"HP ZBook Fury 16 G9 62U85 i7-12850HX 32 1 A2000 W11","3.999,99 €","HP","Multimedijski prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Pro 14.2 Space Grey M1 Pro (8C CPU/14C GPU/512GB) prenosni računalnik","2.379,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"ACER Nitro 5 AN515-56-51E3 i5-11300H/16GB/512GB/GTX1650/W11 Home gaming prenosni računalnik","1.036,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"MICROSOFT i5/16/512 MS Surface Laptop Studio prenosni računalnik","1.989,99 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP ProBook 450 G8 39,6 cm (15,6"")/i7-1165G7/Intel Iris Xe/16GB/1TB/W10P prenosni računalnik","1.159,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook M1 Chip 8-Core CPU/7-Core GPU/16GB/256GB prenosni računalnik","1.349,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Pro 40,6 cm (16"")/M2 MAX 12C CPU, 38C GPU 96GB/2TB SSD/MacOS prenosni računalnik vesoljno siv","5.869,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad X1 Extreme G5 Intel Core i7-12800H/16''/32GB/1TB/RTX 3070 Ti/W11P prenosni računalnik","5.249,99 €","LENOVO","Multimedijski prenosniki","Big Bang","0 %","0 €"
"Macbook Air M2 512GB SSD","2.229,66 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS TUF FX507ZE-HN065W Gaming i7-12700H/39,6 cm (15,6"")/16GB/1TB/RTX 3050 Ti/W11H prenosni računalnik","1.199,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO Yoga Slim 7 Pro 82SV0084SC i5-1240P/35,6 cm (14"")/16GB/512GB/W11H prenosni računalnik","1.039,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus M16 GU603ZM-K8056 40,6 cm (16"")/i9-12900H/16GB/512GB/RTX 3060/NoOS prenosni računalnik","1.639,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad E15 G4 AMD Ryzen 7 5825U/39,6 cm (15,6"")/FHD/16GB/512GB/UMA/W11P prenosni računalnik črn","1.267,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP ProBook 450 G9 i7-1255/39,6 cm (15,6"")/16GB/512GB/W10P prenosni računalnik","1.282,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Strix G17 G713RM-KH011W 17,3""/1920x1080/R7 6800H/16GB/1TB/RTX3060/W11 Home prenosni računalnik","1.899,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"DELL XPS 17 (9710) i7-11800H/32GB/SSD 1TB/17.0''UHD+/Touch/RTX3060 6GB/W11Pro prenosni računalnik, srebrn","2.999,99 €","DELL","Multimedijski prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkBook 15 G2 i5-1135G7 16GB/512GB/W10 prenosni računalnik","1.049,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"Acer AN515-44-R3D3 15""|R7H|16G|512SSD|1650Ti|NoOS","1.129,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad E15 Gen 2 i5-1135G7/16GB/1TGB/W10 PRO prenosni računalnik","1.176,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"Asus ROG Strix G15 G513QE-HN042 R7 5800H/15,6''/16GB/1TB/RTX 3060/DOS gaming prenosni računalnik","1.399,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"DELL XPS 13 2V1 (9310) i7-1165G7/16GB/SSD 512GB/13.4''FHD+Touch/UMA/W10Pro srebrn prenosni računalnik","2.489,99 €","DELL","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP Pavilion 15-ec2040nm R5-5600/15,6""/1920x1080/16GB/512GB/RTX 3050/W10 Home prenosni računalnik","1.049,00 €","HP","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO Legion 5 R7 5800H/16GB/1TB/RTX3050 W11 Home prenosni računalnik","1.479,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Pro 13-inch Apple M2 8/10 512 SG","1.986,00 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO Legion 5 Pro AMD Ryzen 7 6800H/40,6 cm (16"")/WQXGA/16GB/1TB/RTX3060/DOS prenosni računalnik Storm Grey","1.874,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO Legion 5 R7 5800H/43,9 cm (17,3"") FHD/16GB/512GB/RTX3050/W11H prenosni računalnik Phantom Blue","1.379,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad T14 G2 Intel Core i7-1165G7/35,6 cm (14"") FHD/16GB/1TB/UMA/W11P prenosni računalnik črn","1.598,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS TUF Gaming A17 FA707RM-HX038W 43,9 cm (17,3"")/R7 6800HS/16GB/512GB/RTX 3060/W11H prenosni računalnik","1.299,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"Gigabyte G5 i5-10500H/RTX3060/16GB 15,6/144Hz/FHD/512GB/DOS","1.473,99 €","GIGABYTE","Gaming prenosniki","Big Bang","0 %","0 €"
"Apple MacBook Pro 13 M1 Chip 8-Core CPU/8-Core GPU/256GB SSD/CRO Silver prenosni računalnik","1.539,99 €","APPLE","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ROG Strix G15 G513QM HN027T R7/16GB/1TB/W10H prenosni računalnik","1.693,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"HP ZBook Fury 16 G9 Intel Core i7-12800HX 16inch AG WUXGA 32GB DDR5 1TB NVIDIA RTX A2000 8GB W11P","3.699,99 €","HP","Multimedijski prenosniki","Big Bang","0 %","0 €"
"ASUS ZenBook 14X UX5400EA-OLED-KN721X i7 / 16GB / 512GB SSD / 14"" zaslon na dotik WQXGA+ OLED / Windows 11 Pro prenosni računalnik (siv)","1.489,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Strix G17 G713IE-HX014 R7 4800H/43,9 cm (17,3"") FHD/16GB/512GB/W10H prenosni računalnik","1.369,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad X1 Extreme G5 Intel Core i7-12700H/40,6 cm (16"")/WUXGA/16GB/1TB/RTX 3050TI/W11P prenosni računalnik črn","3.699,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Pro 34,5 cm (13,6"") M2/8C GPU/ 16GB/512GB-SLO prenosni računalnik spacegray","2.083,99 €","APPLE","Prenosni računalniki","Big Bang","0 %","0 €"
"APPLE MacBook Pro 14.2 Silver M1 Pro (8C CPU/14C GPU/512GB) prenosni računalnik","2.379,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS VivoBook Pro 15 K3500PC-OLED-L7220R i7-11370H/16GB/512GB/RTX3050/W10 Home prenosni računalnik","1.449,99 €","ASUS","Multimedijski prenosniki","Big Bang","0 %","0 €"
"ASUS ZenBook 14 UM3402YA-OLED-KM731X 14"" OLED WQ+ 90Hz/AMD Ryzen 7 5825U/16GB/1TB NVMe/AMD Radeon/NumberPad/W11P Jade Black prenosni računalnik","1.399,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Pro 16.2 Space Grey M1 Pro (16C GPU/16GB/512GB) prenosni računalnik","2.898,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"GIGABYTE AERO 15 OLED XD-73EE624SR i7-11800H/RTX3070Q 8gb Gigabyte 16gb/1tb/15,6 UHD/W11 PRO prenosni računalnik","2.636,99 €","GIGABYTE","Multimedijski prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad L14 G3 Intel Core i7-1255U/35,6 cm (14"") FHD/16GB/512GB/UMA W11P prenosni računalnik Thunder Black","1.459,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"MacBook Air 13-inch","2.699,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkBook Plus G3 Intel Core i7-12700H/43,9 cm (17,3"")/32GB/1TB/UMA/W11P prenosni računalnik Storm Grey MT","2.223,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus G14 GA402RK-L8150W Ryzen 9/32GB/1TB/RX6800S/W11 Home gaming prenosni računalnik","2.299,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Pro 16: M2 PRO 12C CPU/19C GPU/32G/1TB/SLO tipkovnica prenosni računalnik space gray","3.969,99 €","APPLE","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad X1 Carbon G10 Intel Core i7-1260P/35,6 cm (14"")/WUXGA/16GB/1TB/UMA/W11P prenosni računalnik črn","2.829,99 €","LENOVO","Multimedijski prenosniki","Big Bang","0 %","0 €"
"LENOVO Legion 5 43,9 cm (17,3"")/R7 5800H/FHD/16GB/1TB/RTX 3060/DOS prenosni računalnik fantomsko moder","1.632,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkBook Plus G3 Intel Core i5-12500H/43,9 cm (17,3"") 3K/16GB/512GB/UMA/W11P prenosni računalnik Storm Grey MT","1.688,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ExpertBook B7 Flip B7402FEA-L90610X 35,6 cm (14"") Touch WQXGA IPS/Intel Core i7-1195G7/16GB/512GB/NVMe Intel IrisXe NP/W11P prenosni računalnik Star Black","1.479,99 €","ASUS","Multimedijski prenosniki","Big Bang","0 %","0 €"
"ASUS Vivobook 15X X1503ZA MA523W/39,6 cm (15,6"")/i7-12700H/16GB/1TB/W11H prenosni računalnik","1.049,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ZenBook PRO 15 UM535QE-OLED-KY721X prenosni računalnik","1.687,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS ZenBook 14X UM5401Q OLED-KN731X - 14''/2.8K OLED/R7/16GB/1TB/W11P prenosni računalnik","1.451,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP 250 G8 39,6 cm (15,6"")/i3-1115G4/Intel HD/8GB/256GB/W10 Home prenosni računalnik","399,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS TUF Gaming F15 FX506HM-HN004W","1.349,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS ProArt StudioBook Pro 16 W5600Q2A-OLED-L951X OLED Ryzen 9 5900HX/32GB/2x1TB SSD/Nvidia RTX A2000 4GB/W11 Pro mobilna delovna postaja","2.510,99 €","ASUS","Multimedijski prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus G15 GA503RW-HQ057 39,6 cm (15,6"")/R9 6900HS/32GB/1TB/GeForce RTX 3070 Ti/NoOS prenosni računalnik","2.067,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS Zenbook OLED UX7602ZM-ME108W/40,6 cm (16"")/i7-12700H/32GB/1TB/RTX 3060/W11H prenosni računalnik","2.197,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Strix G17 G713IE-HX014 R7 4800H/43,9 cm (17,3"") FHD/16GB/512GB prenosni računalnik","1.279,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"MacBook Air 13-inch Apple M2 8/10 512 Mid","1.999,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Pro 13 Touch Bar/ QC i5 1.4GHz/8GB/512GB SS prenosni računalnik","1.889,99 €","APPLE","Prenosni računalniki","Big Bang","0 %","0 €"
"ACER Nitro 5 AN517-41-R3BQ 17,3"" AMD Ryzen 7 5800H 16GB 512GB RTX3070 DOS gaming prenosni računalnik","1.659,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad T14 G3 i7-1260P/35,6 cm (14"")/WUXGA/16GB/512GB/UMA/W11P prenosni računalnik thunder black","2.362,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS TUF Gaming FA507RR-HN003W prenosni računalnik","1.868,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS TUF F17 FX706-HX114W 17.3''/i5/16GB/512GB/W11H","1.411,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS W202NA-GJ0077R N3350 /4GB/128GB/W10 Pro","319,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"TOSHIBA Dynabook Satellite Pro C50-H-113 15.6""""/Intel i5-1035G1/8GB/512GB/Non-OS prenosni računalnik","799,99 €","TOSHIBA","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ExpertBook B1 B1500CEAE-BQ3074 39,6 cm (15,6"") FHD IPS/Intel Core i5-1135G7/16GB/512GB/NVMe Intel IrisXe Graphics/NoOS prenosni računalnik Star Black","749,99 €","ASUS","Multimedijski prenosniki","Big Bang","0 %","0 €"
"SAMSUNG Galaxy Book Pro 360 33,8cm (13,3'')/i7/8GB/256GB/W10H prenosni računalnik","1.369,99 €","SAMSUNG","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO Ideapad 3 17ALC6 R5 5500U/43,9 cm (17,3"")/12GB/512GB/W11H prenosni računalnik","699,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP 255G8 (59U14EA) R3-5300U/15,6''/AMD Radeon/8GB/512GB/W11 Home prenosni računalnik","599,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"APPLE MacBook Pro 14.2 Space Grey M1 Pro (10C CPU/16C GPU/1T) prenosni računalnik","2.898,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ZenBook 14 Flip UP5401ZA-OLED-KN731W 35,6 cm (14"") Touch OLED/WQ+ 90Hz/Intel Core i7-12700H/16GB/1TB/NVMe IrisXe NP/W11H prenosni računalnik Pine Grey","1.699,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"APPLE CTO MacBook Air M2 8CPU/8GPU/24GB/256GB/67W/SLO prenosni računalnik Midnight","2.039,99 €","APPLE","Multimedijski prenosniki","Big Bang","0 %","0 €"
"ASUS Vivobook S 15 K3502ZA-MA476 39,6 cm (15,6"")/i5-12500H/16GB/256GB/W11H prenosni računalnik","1.099,99 €","ASUS","Multimedijski prenosniki","Big Bang","0 %","0 €"
"HP Victus 15-fb0042nm R5-5600H/16/512/RTX3050/D","999,99 €","HP","Gaming prenosniki","Big Bang","0 %","0 €"
"HP ProBook 455 G8 39,6 cm (15,6"")/R7-5800U/AMD Radeon/16GB/512GB/W10P prenosni računalnik","1.029,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"DELL XPS 17 (9700) i7-10750H/16GB/SSD 1TB/17.0''FHD+/GTX1650Ti 4GB/W10Pro srebrn prenosni računalnik","2.709,99 €","DELL","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ZenBook 14 UX425EA-WB503T i5-1135G7/8GB/512GB/Iris Xe/W10 Home prenosni računalnik","990,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS VivoBook 15 X515EA-WB311T","569,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ZenBook 14X UX5400EA-OLED-KN721X 14''/i7/16GB/1TB/W11P prenosni računalnik","1.578,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
